lossg_mean,lossg_std,lossd_mean,lossd_std,dx_mean,dx_std,dgz_mean,dgz_std,fid_score
-2.1703691887140275,0.1545518366293626,1.7318954626321792,0.2112218888220502,0.2950498438306153,0.10752132143569908,0.884314524281025,0.02182684306162111,364.93553688202604
-0.8753473621368408,0.4001432174915178,0.7345672466099262,0.2690263074136935,0.5863097589254379,0.18514908399758834,0.5509210884869099,0.1631882762857829,286.2516236461787
-0.33329279482364654,0.07704197048006094,0.4536622307628393,0.13914318935895129,0.5827345599710941,0.14625912292732118,0.2813467903584242,0.05403473590295909,243.52163436994994
-0.20547470269203186,0.023795204384280653,0.17909172989279032,0.07075659742220249,0.8661253267467022,0.10848976376061042,0.18551038977205753,0.01917910695405496,207.24758092576894
-0.06956969118118286,0.01381475901151458,0.0984383984953165,0.06902239175922344,0.8880807732641697,0.10712174955211941,0.06711599186137318,0.012863253055514659,220.63687704945386
-0.13575393359661103,0.03473148392767447,0.1759813867174089,0.10854693379130363,0.8218524511903524,0.14593145223062998,0.1264199798181653,0.02999673919408041,240.45884970815257
-0.30732292494773866,0.16091803462842239,0.33094534016549587,0.13168545976432605,0.715516539800167,0.1309094861438183,0.25564853702783585,0.10844506750982079,270.50486853317716
-0.08822195729091764,0.013655633347322832,0.11164114189743995,0.08663188641783659,0.8850347047418355,0.1252837822286947,0.08435725332647562,0.012469489310520623,200.50693735993542
-0.22028818930834532,0.05047567877990429,0.2360550160765648,0.10492060182412243,0.7922112754940986,0.1419083625417648,0.19669777503162622,0.04011399321291687,232.16527419489515
-0.25750681417435406,0.06395573888395677,0.28197641786336897,0.10421101958760343,0.7497123206794262,0.13573067431644834,0.2254517300993204,0.04907720633466371,218.2694294180695
-0.28295138580203055,0.08375211513698441,0.3128872351467609,0.12615216239374097,0.7283954078704119,0.15523833247321614,0.24385133349895477,0.06144583306838395,219.46932535797427
-0.28499461742937565,0.07058053540813526,0.30914942269027235,0.12484488475038621,0.7357542873680591,0.1569407782109157,0.2461456213951111,0.051621424568475315,213.840451436185
-0.5002847966223956,0.09661167943784353,0.4383749086022377,0.11195804656138422,0.6997839086771012,0.13302569903227177,0.39083085559904573,0.05818177055615071,215.10696905623345
-0.27931889821588995,0.0700741472718048,0.33711638571769,0.10047751921962274,0.6852837103128433,0.12219065329707285,0.2418853169977665,0.05137364955258141,213.88006703387768
-0.38609103828668595,0.1150087679140904,0.4277943312883377,0.12819075083183643,0.6407010833621025,0.1373940652693839,0.3159252809792757,0.0751687299915238,219.46752574524677
-0.41982398468256,0.1492112117224596,0.45923035653829575,0.12595277010860126,0.6195270904481411,0.12055282327461746,0.3358389026582241,0.09242641749504846,218.20627916963275
-0.5449941991537809,0.13988689963983303,0.46287371421456336,0.10799767074470665,0.6923751686751842,0.11043639233605095,0.41465519361793995,0.07802049830566984,211.7088690918589
