lossg_mean,lossg_std,lossd_mean,lossd_std,dx_mean,dx_std,dx_min,dx_max,dx_max_min,dgz_mean,dgz_std,dgz_min,dgz_max,dgz_max_min,fid_score
-0.31697812718451024,0.04397170797245916,0.6507610005378723,0.16495711952350608,0.724889152153333,0.007411089073862107,0.7174828519284725,0.7347427488446235,0.017259896916151048,0.27039255258639655,0.004446803907947979,0.2664385722190142,0.2765601948827505,0.010121622663736344,274.46486146163
-0.19597441379129887,0.056153289085143394,0.44310678387880326,0.18927029192051,0.7928270851016045,0.008157617776893196,0.783074058008194,0.802313823825121,0.019239765816926956,0.176093223486344,0.0069714333973423396,0.16871788775622845,0.1850601288691163,0.01634224111288786,191.83613334960486
-0.3328289433211088,0.07225864665842538,0.7455492815494538,0.2089236222557416,0.6740157484173774,0.009235495034271306,0.66306353225708,0.6847523275434971,0.02168879528641701,0.2817232705006997,0.007964855951058298,0.2719828827947378,0.29062935422360897,0.018646471428871155,186.46216696828805
-0.593763027843833,0.10462526908204124,0.9709795091748238,0.1647723170401217,0.691187425317367,0.010030059283899013,0.6802735749721527,0.7033463492572307,0.02307277428507805,0.4457484534134468,0.011211299731286982,0.4321126403450966,0.45803733821511267,0.025924697870016097,164.14853935645016
-0.6709765465080738,0.12240163489596027,1.205942610359192,0.16575843318345354,0.5892929153482118,0.009535290215664913,0.5783538061678409,0.6006297094285488,0.022275903260707854,0.4869553099791209,0.009565939980659913,0.47602078368663786,0.4983402499258518,0.022319466239213943,150.78366336781855
-0.6290571728169918,0.12113428443578819,1.233345678627491,0.16835911505206214,0.5501838252186775,0.00903440998798215,0.5406087926089763,0.5616207198023796,0.021011927193403244,0.46502504965662955,0.008827654832573,0.455475914388895,0.47602874349355695,0.02055282910466194,121.68804334461561
-0.5936029084444046,0.10432052088647985,1.294112633740902,0.16750630609923256,0.5005157906194527,0.011037808340024003,0.4877349270701408,0.5136199861288071,0.02588505905866623,0.44472144542137787,0.01060643458881352,0.43222849293351173,0.4571287854671478,0.024900292533636095,95.08951517381382
-0.67040258603096,0.13870145799777917,1.2872921216607094,0.18399848048320508,0.5433409095605215,0.014651739582713708,0.5264436164319515,0.5605368662297726,0.034093249797821044,0.4852088423371315,0.013534493013899845,0.46889014211297037,0.5005126373708249,0.03162249525785446,94.98200192594516
-0.5932095778882504,0.08761742725762092,1.3079397155046464,0.13289989403493196,0.49179686716596277,0.011269736358685762,0.47796665090322493,0.5043514207422733,0.026384769839048385,0.44571157181859017,0.01133757412012049,0.4323364222943783,0.4589375759780407,0.026601153683662414,79.769945408138
-0.6906073598563671,0.09453360003878268,1.3015663133978843,0.13327792236843708,0.5451154322445393,0.00908393196056019,0.534431041163206,0.5558289812088013,0.02139794004559517,0.49788919976154955,0.009445054555571023,0.4870430455744266,0.5093286993443966,0.02228565376996994,67.27332985479816
-0.6577262091398239,0.0882177500611656,1.3091181569099426,0.1250848522008865,0.5234034237106641,0.013327863312270812,0.5078534479916096,0.5392012029945851,0.031347755002975465,0.4812772410949071,0.01332217555068093,0.4654757537424564,0.49667497057914733,0.031199216836690902,65.57263996170303
-0.7066623401761055,0.12295929404297536,1.3328126913666725,0.1642776036803046,0.5377453608751297,0.014896983936286278,0.517694512361288,0.5518918450653553,0.03419733270406723,0.5034567966938018,0.013884512371463356,0.484959610748291,0.5169386321723461,0.0319790214240551,55.961797347556086
-0.6705994692802429,0.07144049686494103,1.3307284829616546,0.1043671592217455,0.5182320631841818,0.007982972194736572,0.5089382988750935,0.5276214247703552,0.018683125895261766,0.48784431329568223,0.007960651748218165,0.47854944975972175,0.4971936374127865,0.018644187653064727,50.81799816646847
-0.6909799405395984,0.10416998494531453,1.326357695734501,0.15096818473583196,0.5328408472677072,0.014008637764805423,0.5188061766505241,0.5512328510940074,0.03242667444348335,0.49655743627945587,0.013347801662935302,0.48300345596671107,0.5139774286150932,0.030973972648382187,51.25671447212622
-0.5655580209493637,0.09705309838360036,1.3507405462503432,0.14361879421864684,0.4586268003801504,0.00965967472840742,0.4469816277205944,0.46953927772045134,0.02255764999985695,0.4290852811932564,0.009102011684062859,0.417880804002285,0.4391797604084015,0.021298956406116485,49.39850866807251
-0.5849405909776688,0.07403474625296666,1.336517489171028,0.12467055494932607,0.47412525790929794,0.010632651186746665,0.46079130098223686,0.48552059143185616,0.024729290449619294,0.4418290117383003,0.009774896157332187,0.42944946280121804,0.4522069029688835,0.022757440167665482,42.1486747070372
