lossg_mean,lossg_std,lossd_mean,lossd_std,dx_mean,dx_std,dgz_mean,dgz_std,fid_score
-0.008908480276633055,0.00029520043122640893,0.013311254719272256,0.0034265712952782686,0.9956128840565681,0.003369680795885587,0.008868955864012242,0.00029217690872922653,384.73104651861615
-0.0714881452344358,0.009362869998284874,0.29230278862565756,0.10402972734740305,0.8060813055813313,0.08052630868163424,0.06895278605371713,0.008703725280327352,333.74876627452704
-0.09538103215694428,0.016505579541430244,0.3378242727145553,0.10750841989529673,0.7890271847903728,0.08037223850418594,0.09085128307193517,0.0149071505409965,321.24538581354744
-0.14933716669678687,0.020565527571765874,0.3194827449679375,0.08042319244247073,0.8460551403403282,0.06324769719612523,0.1385405960291624,0.017670602241048487,227.32390933791356
-0.09707079674825073,0.029806597743413526,0.3929353487461805,0.12977514451559344,0.7496730335891246,0.09074139764138658,0.0921185435205698,0.025882890729983187,240.22232693883237
-0.12439865886271,0.028208086171695866,0.3534634778141975,0.08712841729566506,0.7979084223747254,0.06357155488376437,0.11662514671236276,0.024563081275057692,229.760572437897
-0.660590360122919,0.11930051554539758,1.1302187398076058,0.17054354832932522,0.6298557600617408,0.0759614410182591,0.47980932074189186,0.06110411461910777,130.56880545370012
-0.7619292447686196,0.11176225116353312,1.273431108880043,0.15246831535925598,0.6029561090290546,0.06308486014665178,0.5303535181343555,0.05155748690053356,103.38191242350695
-0.6725789077401161,0.09785143726666663,1.281699882209301,0.14219900423597967,0.5469324233472347,0.05816186533356388,0.4871912904083729,0.04935600249495055,85.3990888021429
-0.6627760835945606,0.10135355947593731,1.3129433545351028,0.14744695664264032,0.5248208882510662,0.05334002657707799,0.4818812939465046,0.05400928564865921,63.75822799059773
-0.6690008883416653,0.07094726759985648,1.2967612777352333,0.10711530120982193,0.535433087104559,0.04184079652659942,0.48648914141058924,0.03645158282772446,51.18717211367141
-0.689365093767643,0.0844462347283446,1.367619726371765,0.11869383836887869,0.5092463661253452,0.042312924603213606,0.496329895311594,0.04196319176294035,57.65104627203044
-0.6069863220334053,0.06570218771893194,1.314601087653637,0.10395732558963568,0.49445380421876906,0.04027553050965508,0.4538309778571129,0.03594812944514998,47.00729130848697
-0.734867395579815,0.06631037297034241,1.3361433222770691,0.09533947829935639,0.5493884726941586,0.037680215270348066,0.5193849234759808,0.031456003695460026,39.05566429318523
-0.6246348355293274,0.05920227061346264,1.3365536467432977,0.0965816032606246,0.49217846311926844,0.03812398869067683,0.4636060065448284,0.03167571626862155,37.11647040267292
-0.6685074102938175,0.06036116892383408,1.3415184480071067,0.09262063693805367,0.51142210765481,0.03596018260082603,0.48659849817752837,0.030722283841158105,31.616900461304624
-0.7460168790459633,0.07173455199633291,1.3515839028358458,0.0964543719113793,0.5469154755413532,0.035472586132846984,0.5245357214570046,0.033748380307443884,36.83370558613234
-0.6299693454384804,0.0598258335441893,1.3465550206899644,0.09101239107731772,0.4895739782333374,0.033432616593555134,0.46644008459448816,0.031825832443775064,33.78308045665764
-0.7016010511159897,0.05752873828112857,1.3544510041713715,0.08328483170264682,0.521479274815321,0.03076057009973661,0.5033857571840287,0.02870399513514699,31.636210878920224
-0.7432048158407212,0.06848472012582373,1.3854484097003936,0.09462056772333162,0.5272253596246242,0.03428984941372758,0.5233025404095649,0.032397290371344485,32.962367914685444
-0.6935443998754024,0.07195246488365857,1.3688634232997894,0.10183413760022432,0.5102687606871128,0.036251476656605525,0.49891686895489695,0.03551334391296257,30.28228991107585
-0.6979717404007911,0.060424668470827315,1.3562346884727479,0.08490235849110528,0.5186519254207611,0.030569078505414918,0.5015024804115296,0.029879648717014925,28.940061774521325
-0.6802677052319049,0.06111714651566378,1.3527855289936066,0.08887808028281717,0.511447328221798,0.03217144370843369,0.49257236050963404,0.03100742716069677,31.021764964350723
-0.6798951802372932,0.05308014418171093,1.3701336008310319,0.07843135539551399,0.5023201250493526,0.029529550160356903,0.4926199634552002,0.026697336917139134,29.40635964802553
-0.6615900381445885,0.05366726780991651,1.3660305093050003,0.08008537741476013,0.4952415435910225,0.029147214892804706,0.48322689425349236,0.027697516613187423,24.9584921000137
-0.6336086479127407,0.053152806754991885,1.3659424751758575,0.08168099496286159,0.4817115373492241,0.02992299413187372,0.46858214831352235,0.027939252412022213,23.931363278311807
-0.6663743494987487,0.04315559106708497,1.3638437234401704,0.06662882888533664,0.49847666848301886,0.02530212384518687,0.48595767254233363,0.021959947022080022,21.812430649528835
