lossg_mean,lossg_std,lossd_mean,lossd_std,dx_mean,dx_std,dgz_mean,dgz_std,fid_score,lossg_mean_0,lossg_std_0,lossd_mean_0,lossd_std_0,dx_mean_0,dx_std_0,dgz_mean_0,dgz_std_0,lossg_mean_1,lossg_std_1,lossd_mean_1,lossd_std_1,dx_mean_1,dx_std_1,dgz_mean_1,dgz_std_1,lossg_mean_2,lossg_std_2,lossd_mean_2,lossd_std_2,dx_mean_2,dx_std_2,dgz_mean_2,dgz_std_2,lossg_mean_3,lossg_std_3,lossd_mean_3,lossd_std_3,dx_mean_3,dx_std_3,dgz_mean_3,dgz_std_3,lossg_mean_4,lossg_std_4,lossd_mean_4,lossd_std_4,dx_mean_4,dx_std_4,dgz_mean_4,dgz_std_4,lossg_mean_5,lossg_std_5,lossd_mean_5,lossd_std_5,dx_mean_5,dx_std_5,dgz_mean_5,dgz_std_5,lossg_mean_6,lossg_std_6,lossd_mean_6,lossd_std_6,dx_mean_6,dx_std_6,dgz_mean_6,dgz_std_6,lossg_mean_7,lossg_std_7,lossd_mean_7,lossd_std_7,dx_mean_7,dx_std_7,dgz_mean_7,dgz_std_7,lossg_mean_8,lossg_std_8,lossd_mean_8,lossd_std_8,dx_mean_8,dx_std_8,dgz_mean_8,dgz_std_8,lossg_mean_9,lossg_std_9,lossd_mean_9,lossd_std_9,dx_mean_9,dx_std_9,dgz_mean_9,dgz_std_9
-0.0021984367469558494,0.0015627670419847987,0.0012172478240681812,0.0007978276201553076,0.9997640308976173,0.00030924500531697585,0.0021948231997899713,0.001534903792885398,333.6117845122361,-0.002094253187486902,0.001290033952780444,0.0011805768781458028,0.0006646923800803575,0.9997331923007965,0.0003382734013397622,0.0020912373688071967,0.0012737902098652676,-0.002484195710509084,0.002606724517486619,0.0013684725254774093,0.001315797976194452,0.9997473383069039,0.0003336072984231901,0.0024778034473769365,0.0025097068342151457,-0.001935915282019414,0.0016578343042530253,0.0010638867768459023,0.0008376742605737521,0.9998081907749176,0.00024706733059240833,0.001932695076870732,0.001612025593707712,-0.0023637639275519177,0.0012659690502113859,0.0013034842473687604,0.0006529893775928542,0.9997568773031235,0.00032360771161937357,0.00236017507459037,0.0012572116283950312,-0.002001575705525465,0.0012760596636802034,0.001096938224416226,0.000651628755368891,0.9998077471613884,0.00024318653629171576,0.001998764100461267,0.0012667380546222528,-0.0021314223412657158,0.0014017918918446774,0.0012117398973088712,0.0007261501213455497,0.9997080547094345,0.0003726514339688908,0.00212818186536897,0.0013781885455050515,-0.002356812353641726,0.0018084015053292995,0.001316009120515082,0.000921388931680344,0.9997248936653137,0.0003502363837641127,0.0023524204888148233,0.0017806626377786033,-0.0018638132696039975,0.0015632894842656387,0.001054093192378059,0.0008010272095949689,0.9997557102680207,0.00032719726993743974,0.0018608704745071009,0.0015365285395902112,-0.002399034235579893,0.0014129018687745246,0.0013255075311637483,0.0007289965142637922,0.99974810359478,0.0003241943607880656,0.0023951661590952424,0.0014025606764209804,-0.002308890980063006,0.0015585723880990772,0.0012297151859966106,0.0007892508501431355,0.9998494999170303,0.00023764152063023293,0.002305023776879534,0.0015396890518604351
-0.17936931596398353,0.029153380267769934,0.17517173051387072,0.03735145761515637,0.8447785083413124,0.056315063209764385,0.16385458778738976,0.023893335371931723,222.6728470152437,-0.18138151890337467,0.03524686247814521,0.17352271572798492,0.03823682056305907,0.8492635539889336,0.05648368588357322,0.16537444837391377,0.02862059112891295,-0.1967509008049965,0.03125324865036325,0.18491173476874828,0.037941066888796796,0.8430793033242225,0.05739814152495451,0.17820867312699556,0.025275015212918292,-0.1751708502113819,0.031766203646265284,0.16346053925454618,0.03500291685557006,0.8608721728563309,0.05288442915539419,0.16027023269832133,0.026000744130427855,-0.1674414304688573,0.02979115506233556,0.1675856047026813,0.03652317371281116,0.8474406000971794,0.05541963475921356,0.15380189854204654,0.024880407585324744,-0.1808530545040965,0.028237021978892426,0.18437379665076734,0.04038831726670322,0.8310716544032097,0.06184075672001644,0.16511762318462134,0.022730845581012214,-0.18004132039546966,0.03679744020460434,0.18095903956592083,0.039854664735026094,0.8357995474696159,0.058394196870827766,0.1642085412889719,0.02998250436305653,-0.1880275215908885,0.029818348201935362,0.17982266007512807,0.03656942083818961,0.8441559168457985,0.05510096637806345,0.17104317161738872,0.02436907509182954,-0.17112883174419402,0.024018615308204556,0.17122540134042502,0.03751479736581921,0.844660596525669,0.05887888139582484,0.15704636413305997,0.019947328290099493,-0.16643330817073584,0.025292620640029476,0.1681756154179573,0.03720157353243368,0.8457858779430389,0.05808591087316157,0.1530523634031415,0.021127932917621658,-0.1839110553532839,0.030707808090642028,0.176985010202229,0.036798169585598756,0.8454952800154686,0.05556378681682324,0.16760243599265814,0.02514220085528117
-0.21692083132266998,0.04563344517587566,0.2419682166621089,0.051049006905998964,0.7688429785072803,0.06910534071002258,0.19417723576575519,0.0363398786784035,177.13155822353963,-0.21673628721237181,0.04579725289885819,0.2454073418736458,0.05222906819281465,0.7635763024628163,0.07035016878828239,0.19402091446220876,0.03640010346389105,-0.21558719416558741,0.050116344117537244,0.2542001193702221,0.05449933177504361,0.7496637721955777,0.07176392234947339,0.1929279886290431,0.03992841034036344,-0.19815571501255036,0.0415474395286882,0.23180649483948945,0.05176409132035811,0.7702410983920097,0.07135020329152367,0.17905406195521353,0.0337956310503895,-0.22467907851934432,0.04415622281985919,0.2362489770874381,0.04950134302197563,0.7835232126355172,0.06802856757170157,0.20045517145097255,0.03485503276157036,-0.23215364925563337,0.04707532207265606,0.24145686441063882,0.049804593804994475,0.7811578438162804,0.06700552822076954,0.2063058797597885,0.03679108236842627,-0.215188741953671,0.05114045214173208,0.24560068969130516,0.05363783631442337,0.762103856742382,0.07013223836075592,0.192562430678308,0.04090386894725889,-0.21776851375252007,0.04968709248547668,0.24610985749661923,0.053251997642085096,0.7632634791672229,0.06986591723150032,0.19470259874910117,0.03956485210826128,-0.21152534803301096,0.04788713604249651,0.24289984348267316,0.05283359885134357,0.7634549395442009,0.07059110862851585,0.1897308105841279,0.03830899072892022,-0.21838932978510855,0.04460825752281828,0.2347700709015131,0.052141479193585374,0.7812732835114002,0.0714259156127987,0.19539361834675073,0.03548377559549782,-0.22117631501406432,0.0489523561262871,0.24330106730610132,0.05181658408738956,0.7700628041625023,0.0693129641710497,0.19747307067215442,0.03872430685525479
-0.5505486710906029,0.07704593061792758,0.5876888969540596,0.06331691690988078,0.5380602209925651,0.054196982433976956,0.421666312867403,0.044070872347979816,57.737729068704965,-0.558135772973299,0.07647030443381862,0.5928149607241153,0.06180103251925659,0.5364905101239681,0.0525370752552023,0.42605656728744506,0.04366972885762323,-0.5480448308944702,0.08045495437554333,0.5895725410342216,0.0653253064889148,0.5349319134056568,0.056200493767126714,0.4200614220380783,0.046204525569716576,-0.5407819709897042,0.07964885111408006,0.585979381942749,0.06704351190818549,0.5350067676842213,0.05725702985603588,0.41587539551854136,0.04591487331877622,-0.5299788975298405,0.07271696718967878,0.5847070217490197,0.06553882134487901,0.5307826555967331,0.05859050212559338,0.40983704493641854,0.042449310375699906,-0.5473632815003395,0.07825513930244944,0.5890953701019287,0.06458723701336873,0.5349317475080491,0.05477695890449901,0.41977449515461923,0.04464996669561877,-0.5637284725010395,0.07779279753091198,0.5915591115772724,0.0630452044602489,0.5408882312178612,0.053400449049792936,0.42920304720401764,0.04404275489432088,-0.5589112232387066,0.0752732582100375,0.5878326209247112,0.06398594304822985,0.5425261316597462,0.055652016139904045,0.42655649862885475,0.0428192289279441,-0.5568370121657849,0.07810789993247692,0.5903648218214512,0.06494316498590633,0.538643305760622,0.05496834024694301,0.4252431915819645,0.044479434210731306,-0.5408805515170098,0.08232947787183545,0.5831415169715881,0.0679942825941541,0.538168716621399,0.05820411669224778,0.4158156804680824,0.04718707884163154,-0.5623959779560566,0.08109686348022613,0.5845275055885315,0.06607353977516754,0.548033957272768,0.05617229128850722,0.4282971020400524,0.045838942028626435
-0.6632486225962639,0.09086870822735078,0.6417454730391502,0.07091862382897693,0.5409982720196247,0.059047969053115476,0.48272297142744064,0.04609860262883455,36.19723976465653,-0.6519492911577225,0.09608140480795394,0.6437712255477905,0.07247342451365409,0.5328146116793155,0.05874562667231575,0.47660166539549825,0.049099022174087625,-0.6420097813904285,0.08654905602629331,0.642401271033287,0.07095358667917713,0.529245290184021,0.0604965884569241,0.4718224589407444,0.04472736709316346,-0.6637492271363735,0.09981411861248178,0.6391439583718777,0.07454730540844019,0.5443435851812363,0.06151696781907814,0.4825559166073799,0.0504440801905307,-0.6861048072040081,0.0939859864160007,0.6413949480950832,0.07161003434864863,0.5538792999446392,0.060350646951387116,0.4942562980294228,0.04703734058055741,-0.6729721418440342,0.0974818024755318,0.6417189569413662,0.07328082781218238,0.5464054260969162,0.0602216985164878,0.4874093143761158,0.04918186350871879,-0.6629599903345108,0.08812763714320268,0.6450069006621838,0.06894155958916642,0.537079457527399,0.056282518063485845,0.4826977910876274,0.044772548755228556,-0.6782045243501663,0.10283814008951789,0.6456079484462738,0.07471552941747926,0.5449643685877323,0.059935586171977626,0.4898450471818447,0.05075584837857699,-0.6818577352643013,0.09375412081016402,0.6408544708430767,0.0720555559626462,0.5521277533710003,0.0600897423792372,0.4921238978564739,0.04682031712517845,-0.6474611362695694,0.09933325331945227,0.6423066165864467,0.07760272072830704,0.5326229841589928,0.06427082387438163,0.4740850388765335,0.0509706401080174,-0.65169800080657,0.09381729932715512,0.6406078888595105,0.07313672784421071,0.5363033690750599,0.061171655173636576,0.47658253408670426,0.04790346749398489
-0.6586197415828705,0.07621282949443732,0.6476329386472702,0.05325999781124403,0.5305540529370308,0.039884950253514226,0.48095185513496397,0.0387326892614126,24.775461965703926,-0.6678700356841087,0.07492792312271365,0.6501790230393409,0.0534247633395295,0.532763867098093,0.04005636947346617,0.48577428035140036,0.03797332443837341,-0.6565627552807332,0.07304829700782493,0.6484098751783371,0.052526648220568024,0.5286192624270916,0.03938361793113965,0.4799936343669891,0.037621198714508655,-0.6679055446445942,0.08512400971221924,0.6468998344600201,0.059512199027649544,0.5366106309235096,0.04444771657427649,0.48538310225605963,0.04299665636442359,-0.6580671551764011,0.07791777183711233,0.6468193622827529,0.05599719641658188,0.5313949853658676,0.04337792587113846,0.4805954810798168,0.039734713197059776,-0.6690275537490845,0.07993629507239544,0.6469887196063996,0.05645071726607359,0.5369599009931088,0.04243391589200379,0.4861701257169247,0.040550055383647934,-0.6696895446956158,0.07378626005119808,0.6498740421116352,0.05173269339229575,0.533925788795948,0.03833113522320451,0.4867592814683914,0.037051485132617516,-0.6585707796692848,0.07807988283181774,0.6499928516566753,0.05541602779756267,0.5282747090816498,0.04292747499399437,0.48085936684012415,0.039463724902409084,-0.6481781503260136,0.07815562163717839,0.646262671917677,0.055751735382617906,0.5266322662770748,0.04153184449517802,0.47542168596982953,0.040330677441359,-0.6614192693173885,0.08027699899464102,0.6482887684583664,0.056793024765861955,0.5315825037956238,0.04289724954119457,0.4822279603600502,0.04118387543413406,-0.6348665949285031,0.07344774537825519,0.6472073695957661,0.053846613231678234,0.5186615148484707,0.040585815630292135,0.468578162252903,0.0384516359426632
-0.6795083010077476,0.07857914433723326,0.6579786141216755,0.05793042922182731,0.5309640040874481,0.043734787556266,0.49157698794007304,0.039603720928202406,25.679160319595724,-0.6571720696985721,0.07406635243151134,0.6588316669940949,0.05713462106537081,0.5184666910946369,0.04404983681386296,0.48026918942928315,0.0382261975263092,-0.6734187584459782,0.08006503375446482,0.6560916178166867,0.05916034830850728,0.5299092655599117,0.045686528097570386,0.48841541375517844,0.040478757934566435,-0.6958858487546444,0.08191124883805262,0.6566249648630619,0.059098914905438255,0.5413407113194466,0.04631708541001939,0.4997040307879448,0.04060665149473747,-0.6629572654604912,0.0836150723884317,0.6542450077712536,0.06232366457913541,0.5265887319564819,0.04831568996457845,0.48289026953577996,0.04259910909432701,-0.6914796528697014,0.08204520557287596,0.6618338173925876,0.059350372569725744,0.5334278675615788,0.04625053861951729,0.4974939098238945,0.040692021300107586,-0.6933912836790085,0.07687248291471466,0.6635636197209358,0.055128056819284545,0.5322859622120857,0.042362253728564295,0.49865441770553587,0.03815046940511682,-0.6925454765498639,0.08325844282445143,0.6583144301950932,0.058805607391055795,0.5376266668856144,0.04495107266476701,0.4979732987940311,0.041471545363843496,-0.6749686930000782,0.07968241260339326,0.6544943472564221,0.05890544934972965,0.5323844513475895,0.04544016062952524,0.48921677215099335,0.0404586988530292,-0.6671252390742302,0.0825724483693435,0.6579666089117527,0.05995588135774164,0.5246375670075416,0.04551467992876301,0.48507979480624197,0.042088290616438345,-0.6874028852283954,0.07794069711394065,0.6604132484018803,0.05680390582693354,0.5326003409683704,0.044150739419165565,0.4956015637695789,0.038922619930277305
-0.6530462863206863,0.07954325605714273,0.6652863390624523,0.06063069026329809,0.5100720060288906,0.04754022270536371,0.47792420628666876,0.040408452314254106,24.637991137413422,-0.6669345389962197,0.0823229560889856,0.6678167199492454,0.06087360051186325,0.5145715029358864,0.04767818124187377,0.48501028478145597,0.041314045658790655,-0.6439960794270039,0.08275330269305148,0.6658912185311318,0.06403936309135366,0.505047305560112,0.048971168553987046,0.4730442934632301,0.042423036237739506,-0.6446418029248715,0.08801330243229713,0.6680978975832462,0.06612737328967533,0.5032833345770836,0.05036031530240916,0.4731652928352356,0.04468551198461741,-0.6419185979068279,0.08323062402191479,0.6654983156144619,0.06353872534985101,0.5043055531024933,0.04796851980755421,0.4719299050569534,0.04268680511876093,-0.6581227756083011,0.08401805742456506,0.6661591557919979,0.06431594277754725,0.5119504940927029,0.049606208970031936,0.48038725984096525,0.04229248472172372,-0.6798862114429474,0.08335613743940483,0.6689035958051681,0.062262916701104086,0.5201414530694485,0.04810109827535036,0.49159780643582346,0.04118075385120629,-0.6422633912086487,0.08594669891001588,0.6666808249354362,0.0643331447831906,0.5034165293753147,0.049269129392585334,0.471995235222578,0.04399111316647067,-0.6640355622112751,0.0827857981615916,0.6638272757649422,0.06195808885400346,0.5172212225139141,0.04834735114697224,0.4835012233197689,0.041473646694396,-0.6460437313139439,0.0846853246565022,0.6653908161044121,0.06528836469227065,0.5066567945301532,0.04985833856253839,0.4740411867022514,0.04324698434113434,-0.6583400063574314,0.07955316523896065,0.6640767116606235,0.06077362905713758,0.5139879475295543,0.04745607056998286,0.48068514800071716,0.040039947990541315
-0.6598540889263154,0.058598560605293816,0.6625576897501946,0.04584645039920055,0.515434381633997,0.03645475470457522,0.4821878333747387,0.030224751991901274,22.386926482271008,-0.6691937913119793,0.06133404264883762,0.6641415471673012,0.04699338467046027,0.518664168959856,0.03712769303060687,0.48691625428795815,0.0314203783415422,-0.6522305005729199,0.06576467520840378,0.6627113735795022,0.05124314359276663,0.5116689577877521,0.04031945839099228,0.47799624291062354,0.03407736046178722,-0.6606400630414486,0.06109502512438153,0.6627990732073784,0.04846227233570225,0.5157266551077366,0.038375101605035905,0.48251710587739943,0.03152048388602655,-0.6591741530239582,0.06538391205820573,0.6630109577059746,0.05093971335335637,0.5148441398739815,0.03940017654248472,0.48161832591295245,0.03376893306963915,-0.676941393917799,0.06573642899082398,0.6632800346493721,0.04941145103941594,0.523628837621212,0.03794217781164775,0.49073342334628106,0.033449644182733246,-0.6739694713830948,0.061121982451497595,0.6627451460838318,0.04695254530811357,0.5225852274179459,0.037198152997006836,0.4893684554517269,0.031111137096187385,-0.6789607059895992,0.05875485870764559,0.6651548239588737,0.04580942807163269,0.5226112741053104,0.036308695285591455,0.4919813061833382,0.029812092474438084,-0.6380189820110798,0.0641510083233709,0.664269061589241,0.05086180226275211,0.5029455080032349,0.0404200932512806,0.4705784779727459,0.033779617014410374,-0.6567476733505726,0.05934725804809098,0.663026428771019,0.04668348403176949,0.5133831654965878,0.03677622638673714,0.48055335678458216,0.030737363265709035,-0.6481208990812302,0.05587021950016448,0.6637472583830356,0.045694287306796665,0.5082725368440151,0.036874045049846614,0.4761562600374222,0.02924618897399531
-0.6405201774418354,0.07253867005548094,0.6561784539461136,0.053359515808984403,0.5123319019138813,0.04010491445534855,0.47161202656030654,0.03759983815016548,21.41058398623676,-0.6440552809298038,0.07834341087825909,0.6564488336145878,0.05730275483093006,0.5140463443219662,0.0424213500394831,0.47324938252568244,0.04048183141824643,-0.6521995897710323,0.07611244542194255,0.6560018928229808,0.05497656080979435,0.5185435307741165,0.040677934184651744,0.47760894845724106,0.039078547408595066,-0.6457221298336983,0.07912615151058368,0.657245170199871,0.05834977272620566,0.5141543538570404,0.043203819800466,0.47409840046167373,0.04068149687250542,-0.640283971965313,0.08307560644425087,0.655819160759449,0.05896428111294995,0.5128950030744076,0.04398036498004251,0.471058224016428,0.043174448912225306,-0.6750962805330754,0.07658761173124111,0.6564462922334671,0.054434178081357816,0.5300938030362129,0.04176226362075636,0.48941918075680735,0.03829680906944504,-0.6325930914819241,0.06659784518760917,0.6557433522045613,0.05034380898800558,0.5086194453239441,0.03847214206588013,0.4676179408431053,0.035052208909928315,-0.6140397182226182,0.0838946733691948,0.6571441360294819,0.06167270306521933,0.498454656457901,0.0447868037374457,0.4569668328464031,0.04438846269533478,-0.6170491211533546,0.0696915370758713,0.6538511682748794,0.05269049211308163,0.5027901795327664,0.03944110198573002,0.45916727629303933,0.037166070617762004,-0.6369090969145298,0.07746747197931889,0.6559071913778782,0.05688907538016141,0.5108908495128155,0.04165601695999667,0.469510579675436,0.04020224377775562,-0.6436597657680512,0.07225918810488319,0.6572141775488853,0.05194902181037025,0.5127903482496738,0.039064457544826264,0.4732756535053253,0.03747642359126409
