lossg_mean,lossg_std,lossd_mean,lossd_std,dx_mean,dx_std,dx_min,dx_max,dx_max_min,dgz_mean,dgz_std,dgz_min,dgz_max,dgz_max_min,fid_score
-1.059307602930069,0.12947559140418172,3.179799818634987,1.2395466480165713,0.8150024910324811,0.014652764222558014,0.7902745887994767,0.8375944275557995,0.04731983875632286,0.10072519308231771,0.005544557447871637,0.09145557338520885,0.110455463527143,0.018999890141934157,294.3904013438287
-0.979815593290329,0.19395365222589656,2.6356533829927447,0.8039493600304125,0.8500265675532818,0.012654669987881331,0.8277649126887322,0.8700886151552201,0.04232370246648789,0.09327438990555705,0.007024848701673727,0.08269015325456858,0.10566749416142703,0.022977340906858445,269.27991417709774
-2.1102853343486787,0.695905397981064,4.356769210386276,1.0889521604385184,0.8016085039484501,0.013478962029530707,0.7784802289187908,0.8229808597803115,0.044500630861520764,0.18798089546367525,0.01303409111861485,0.16743223157450557,0.20907304095625878,0.041640809381753206,184.05672200944989
-4.364508732199669,0.9591633707211913,9.764188708686829,1.7257590953005115,0.588872071068883,0.015376170955111314,0.5632363978981971,0.6147000435888768,0.05146364569067955,0.3526387555345893,0.013618039373224701,0.3314630792558193,0.3767260581851006,0.04526297892928124,96.4671633523584
-5.900114132928849,1.2477889801151947,11.397358272266388,2.02284687751266,0.5845067411440611,0.014535964201188096,0.5600543800354004,0.6085350970983505,0.04848071706295014,0.4407261259952187,0.013254419663028679,0.4188884335041046,0.4630849265813827,0.04419649307727814,67.82844044775575
-6.159394006824494,1.3815053729110014,12.124414444446563,2.120762387259321,0.5579591469275951,0.014121939828161924,0.5347594831764698,0.5819040830850601,0.047144599908590316,0.454377283848226,0.013600817203379228,0.4323882569491863,0.47774077740907667,0.04535252045989036,50.558753720290184
-5.945354030609131,0.9610511586838455,12.143942370414734,1.4910179397411198,0.541762911348939,0.013683607806894824,0.5183996352076531,0.5640179541409016,0.04561831893324852,0.44360274331331245,0.012593324139058323,0.4227877800703049,0.46453821647167204,0.041750436401367184,42.23648656357989
-6.297047990560531,1.0704891407976658,12.666410686683655,1.7559762165496946,0.5342111260294914,0.014104910802541164,0.5109685704708099,0.5580734427630901,0.0471048722922802,0.4646916301321984,0.013785650201459993,0.4423970536649227,0.4884612266421318,0.04606417297720909,36.702578824244966
-6.516501125860215,1.3784331292828473,12.885157161140443,1.8827273233424275,0.5333921712189913,0.012993562603707553,0.5114566949188709,0.5546699282646179,0.043213233345747,0.47584124709546566,0.012924380530261828,0.45430488259196283,0.49727079330682755,0.04296591071486473,33.58904939494366
-6.473236370277405,1.3678878927923883,13.098258518791198,1.933400214015717,0.5207115428054332,0.013123040086895963,0.49901752663850785,0.5427680136859417,0.04375048704743385,0.4718792066735028,0.012879026339882745,0.4509168717622757,0.494089695328474,0.04317282356619835,30.318286903199663
-6.061277282619477,1.307101438959954,12.895786633205415,1.9682221400052378,0.5104911019015311,0.01324787839684762,0.4888280014514923,0.5329399781703948,0.04411197671890259,0.45046237540721895,0.013187717102828015,0.4288945736885071,0.4728412656545639,0.04394669196605682,29.35382673590155
-6.753134913825988,1.0338100997069952,12.846467437171937,1.3721771873241864,0.5460693444758654,0.013068344528474463,0.5239554511010647,0.5674713416457177,0.043515890544652935,0.4892735830920934,0.012742650156770109,0.46764138694405555,0.5100435656666755,0.04240217872262001,27.70670052053464
-6.6206675322532655,1.078812528573901,13.01339446849823,1.5264322508871788,0.5309207589346171,0.012885523854970398,0.5091770284354686,0.5520179123699666,0.042840883934497836,0.4788437407195568,0.012468019265454164,0.457772552806139,0.49920024359822274,0.04142769079208374,24.403877401378367
-6.266391903352737,1.3630925976219015,12.968540848827361,2.011650138526961,0.5171539763635398,0.013437641622459506,0.49446144034862516,0.5391650930047035,0.04470365265607834,0.4609852090606093,0.012849345295147486,0.43955605440437795,0.4823556267142296,0.042799572309851645,24.70586997312904
-6.478178748226166,0.8903780940789764,13.004881321334839,1.334646544475834,0.5234316836386919,0.012268033293834022,0.5029294084846974,0.5436984525084495,0.04076904402375221,0.4746488805991412,0.012016054334138288,0.4545382734000683,0.4944128095030785,0.03987453610301018,24.822643944711047
-6.609178457355499,0.9733222498212487,13.312279453086854,1.4228001318032573,0.5144982014459372,0.01320018716495674,0.49267443252801896,0.5365093445181847,0.04383491199016571,0.48038326763451106,0.01305508219893511,0.4589747920632362,0.5023757327258587,0.04340094066262245,24.971843257687283
-6.8168696465492244,1.1464679618619995,13.228024405288696,1.5594910511236821,0.529628825404644,0.012243015639687528,0.509156953150034,0.5499551219403743,0.04079816879034042,0.4906507619154454,0.012235501149181989,0.470160327142477,0.5110676381826401,0.04090731104016304,24.593302167536706
-6.8573111001968385,0.7831263664504108,13.21424622516632,1.1296833377489803,0.531441229635477,0.012214820381078033,0.5111446261763573,0.5517753615140915,0.040630735337734224,0.49490511895775796,0.011961396274398328,0.47524165107011795,0.5149511877477169,0.03970953667759895,20.715428894414742
-6.8915051054000855,1.0174873939348243,13.52664144191742,1.4393442733856705,0.5178342527258396,0.011742832811397041,0.4981717065811157,0.5374629168450832,0.039291210263967515,0.49701189733922474,0.011808685290589486,0.47737663295865057,0.516862038141489,0.03948540518283844,20.894055885537313
-6.58211123290062,1.490803867443313,13.029688686656952,2.046361241848796,0.5297106647402048,0.011919187591476612,0.5098990918457508,0.5495762760341167,0.03967718418836594,0.47565996073573835,0.011640330940473348,0.4564446794271469,0.49521734373569487,0.03877266430854797,22.324465883108758
